Id,Category
345,Punc
346,Pron
347,Det
348,Noun
349,Pron
350,Verb
351,Punc
352,Conj
353,Noun
354,Noun
355,Pron
356,Det
357,Noun
358,Verb
359,Punc
360,Noun
361,Noun
362,Noun
363,Noun
364,Punc
365,Noun
366,Noun
367,Noun
368,Verb
369,Conj
370,Noun
371,Adv
372,Verb
373,Punc
374,Pron
375,Verb
376,Punc
377,Pron
378,Verb
379,Punc
380,Pron
381,Verb
382,Noun
383,Det
384,Adj
385,Noun
386,Verb
387,Punc
388,Adv
389,Verb
390,Punc
391,Adv
392,Noun
393,Noun
394,Verb
395,Det
396,Adj
397,Noun
398,Conj
399,Adj
400,Noun
401,Noun
402,Punc
403,Pron
404,Verb
405,Conj
406,Adj
407,Noun
408,Punc
409,Pron
410,Postp
411,Adv
412,Adj
413,Noun
414,Conj
415,Noun
416,Adj
417,Noun
418,Verb
419,Conj
420,Punc
421,Adv
422,Noun
423,Verb
424,Punc
425,Noun
426,Conj
427,Verb
428,Punc
429,Noun
430,Noun
431,Verb
432,Punc
433,Noun
434,Adj
435,Noun
436,Noun
437,Adj
438,Noun
439,Punc
440,Adv
441,Adj
442,Noun
443,Adv
444,Ques
445,Adj
446,Verb
447,Punc
448,Adj
449,Adj
450,Noun
451,Noun
452,Verb
453,Ques
454,Adv
455,Punc
456,Pron
457,Verb
458,Punc
459,Verb
460,Pron
461,Conj
462,Adv
463,Det
464,Adj
465,Noun
466,Noun
467,Verb
468,Punc
469,Noun
470,Noun
471,Conj
472,Det
473,Noun
474,Verb
475,Punc
476,Noun
477,Noun
478,Postp
479,Noun
480,Noun
481,Verb
482,Punc
483,Verb
484,Adv
485,Adv
486,Verb
487,Punc
488,Noun
489,Noun
490,Noun
491,Verb
492,Adj
493,Noun
494,Verb
495,Punc
496,Det
497,Noun
498,Adv
499,Conj
500,Noun
501,Verb
502,Ques
503,Punc
504,Adj
505,Noun
506,Noun
507,Noun
508,Conj
509,Noun
510,Adv
511,Punc
512,Conj
513,Adv
514,Noun
515,Pron
516,Noun
517,Verb
518,Ques
519,Punc
520,Det
521,Adj
522,Det
523,Noun
524,Punc
525,Noun
526,Noun
527,Pron
528,Verb
529,Punc
530,Noun
531,Noun
532,Noun
533,Adj
534,Det
535,Noun
536,Conj
537,Noun
538,Verb
539,Punc
540,Pron
541,Postp
542,Verb
543,Conj
544,Noun
545,Adj
546,Noun
547,Noun
548,Verb
549,Punc
550,Noun
551,Pron
552,Noun
553,Adj
554,Noun
555,Verb
556,Punc
557,Noun
558,Noun
559,Noun
560,Noun
561,Noun
562,Noun
563,Verb
564,Punc
565,Adj
566,Noun
567,Noun
568,Punc
569,Noun
570,Verb
571,Punc
572,Noun
573,Verb
574,Punc
575,Noun
576,Adj
577,Noun
578,Adv
579,Verb
580,Punc
581,Adj
582,Noun
583,Punc
584,Verb
585,Punc
586,Noun
587,Verb
588,Punc
589,Det
590,Noun
591,Postp
592,Verb
593,Conj
594,Noun
595,Noun
596,Noun
597,Verb
598,Punc
599,Conj
600,Noun
601,Pron
602,Punc
603,Noun
604,Postp
605,Verb
606,Punc
607,Noun
608,Punc
609,Noun
610,Noun
611,Adv
612,Verb
613,Punc
614,Noun
615,Noun
616,Adv
617,Verb
618,Punc
619,Det
620,Noun
621,Noun
622,Verb
623,Punc
624,Noun
625,Noun
626,Noun
627,Noun
628,Noun
629,Verb
630,Punc
631,Adj
632,Noun
633,Verb
634,Punc
635,Pron
636,Noun
637,Adv
638,Conj
639,Pron
640,Adj
641,Noun
642,Verb
643,Punc
644,Postp
645,Verb
646,Punc
647,Noun
648,Noun
649,Noun
650,Adv
651,Noun
652,Noun
653,Noun
654,Verb
655,Punc
656,Noun
657,Verb
658,Punc
659,Noun
660,Adj
661,Conj
662,Noun
663,Noun
664,Verb
665,Punc
666,Adj
667,Noun
668,Adv
669,Noun
670,Noun
671,Noun
672,Adv
673,Noun
674,Adj
675,Noun
676,Verb
677,Punc
678,Noun
679,Noun
680,Postp
681,Punc
682,Noun
683,Verb
684,Punc
685,Noun
686,Noun
687,Postp
688,Noun
689,Pron
690,Verb
691,Punc
692,Postp
693,Noun
694,Noun
695,Verb
696,Punc
697,Adj
698,Adj
699,Noun
700,Noun
701,Noun
702,Adj
703,Det
704,Noun
705,Postp
706,Verb
707,Punc
708,Noun
709,Noun
710,Adv
711,Verb
712,Punc
713,Adv
714,Adv
715,Noun
716,Noun
717,Noun
718,Postp
719,Det
720,Noun
721,Verb
722,Punc
723,Pron
724,Pron
725,Punc
726,Punc
727,Pron
728,Punc
729,Noun
730,Noun
731,Punc
732,Adj
733,Noun
734,Adj
735,Det
736,Noun
737,Verb
738,Punc
739,Noun
740,Noun
741,Noun
742,Postp
743,Det
744,Noun
745,Verb
746,Punc
747,Adv
748,Pron
749,Noun
750,Noun
751,Punc
752,Postp
753,Verb
754,Punc
755,Noun
756,Verb
757,Punc
758,Noun
759,Noun
760,Punc
761,Det
762,Noun
763,Noun
764,Verb
765,Punc
766,Postp
767,Noun
768,Adj
769,Noun
770,Punc
771,Adj
772,Noun
773,Noun
774,Pron
775,Postp
776,Noun
777,Verb
778,Punc
779,Pron
780,Conj
781,Pron
782,Noun
783,Noun
784,Adj
785,Noun
786,Punc
787,Pron
788,Det
789,Adj
790,Noun
791,Noun
792,Noun
793,Verb
794,Punc
795,Noun
796,Noun
797,Noun
798,Noun
799,Punc
800,Adv
801,Pron
802,Pron
803,Noun
804,Verb
805,Punc
806,Noun
807,Pron
808,Noun
809,Noun
810,Noun
811,Adv
812,Adv
813,Adj
814,Punc
815,Noun
816,Noun
817,Noun
818,Verb
819,Punc
820,Noun
821,Noun
822,Noun
823,Verb
824,Noun
825,Punc
826,Verb
827,Punc
828,Num
829,Noun
830,Noun
831,Adv
832,Punc
833,Noun
834,Verb
835,Punc
836,Postp
837,Verb
838,Punc
839,Noun
840,Adj
841,Noun
842,Verb
843,Punc
844,Noun
845,Noun
846,Noun
847,Noun
848,Verb
849,Punc
850,Noun
851,Noun
852,Noun
853,Noun
854,Det
855,Noun
856,Noun
857,Verb
858,Punc
859,Pron
860,Noun
861,Verb
862,Punc
863,Noun
864,Noun
865,Noun
866,Verb
867,Punc
868,Verb
869,Punc
870,Noun
871,Noun
872,Adj
873,Postp
874,Noun
875,Verb
876,Punc
877,Noun
878,Conj
879,Adv
880,Det
881,Noun
882,Noun
883,Verb
884,Punc
885,Noun
886,Adj
887,Noun
888,Adj
889,Noun
890,Verb
891,Punc
892,Noun
893,Noun
894,Adv
895,Verb
896,Punc
897,Noun
898,Noun
899,Noun
900,Adj
901,Noun
902,Verb
903,Punc
904,Noun
905,Adv
906,Noun
907,Noun
908,Conj
909,Pron
910,Adv
911,Det
912,Noun
913,Noun
914,Postp
915,Verb
916,Conj
917,Noun
918,Noun
919,Noun
920,Noun
921,Noun
922,Noun
923,Verb
924,Punc
925,Noun
926,Noun
927,Noun
928,Noun
929,Verb
930,Punc
931,Noun
932,Noun
933,Noun
934,Adj
935,Noun
936,Noun
937,Verb
938,Punc
939,Adv
940,Pron
941,Noun
942,Verb
943,Punc
944,Noun
945,Noun
946,Noun
947,Noun
948,Postp
949,Adj
950,Punc
951,Noun
952,Adj
953,Adj
954,Punc
955,Noun
956,Noun
957,Verb
958,Punc
959,Noun
960,Noun
961,Noun
962,Verb
963,Punc
964,Adv
965,Adv
966,Noun
967,Noun
968,Verb
969,Punc
970,Noun
971,Adv
972,Noun
973,Verb
974,Punc
975,Noun
976,Noun
977,Noun
978,Noun
979,Adj
980,Noun
981,Adv
982,Noun
983,Verb
984,Punc
985,Pron
986,Det
987,Noun
988,Noun
989,Adv
990,Adv
991,Punc
992,Postp
993,Verb
994,Punc
995,Pron
996,Noun
997,Adv
998,Verb
999,Punc
1000,Pron
1001,Noun
1002,Verb
1003,Punc
1004,Postp
1005,Noun
1006,Noun
1007,Adj
1008,Noun
1009,Punc
1010,Noun
1011,Verb
1012,Punc
1013,Noun
1014,Verb
1015,Punc
1016,Noun
1017,Noun
1018,Verb
1019,Punc
1020,Verb
1021,Noun
1022,Punc
1023,Noun
1024,Noun
1025,Adj
1026,Noun
1027,Noun
1028,Noun
1029,Postp
1030,Noun
1031,Verb
1032,Punc
1033,Noun
1034,Noun
1035,Noun
1036,Verb
1037,Punc
1038,Pron
1039,Noun
1040,Verb
1041,Punc
1042,Noun
1043,Adj
1044,Noun
1045,Pron
1046,Adv
1047,Verb
1048,Punc
1049,Noun
1050,Noun
1051,Noun
1052,Noun
1053,Adv
1054,Adj
1055,Noun
1056,Verb
1057,Punc
1058,Pron
1059,Noun
1060,Noun
1061,Adj
1062,Punc
1063,Adj
1064,Noun
1065,Noun
1066,Verb
1067,Punc
1068,Pron
1069,Adv
1070,Noun
1071,Verb
1072,Punc
1073,Adv
1074,Det
1075,Noun
1076,Pron
1077,Verb
1078,Noun
1079,Noun
1080,Verb
1081,Punc
1082,Noun
1083,Verb
1084,Punc
1085,Adv
1086,Pron
1087,Adj
1088,Noun
1089,Postp
1090,Pron
1091,Conj
1092,Verb
1093,Ques
1094,Punc
1095,Conj
1096,Noun
1097,Noun
1098,Adv
1099,Adj
1100,Det
1101,Noun
1102,Punc
1103,Conj
1104,Pron
1105,Adv
1106,Noun
1107,Noun
1108,Verb
1109,Punc
1110,Noun
1111,Pron
1112,Noun
1113,Noun
1114,Noun
1115,Noun
1116,Adv
1117,Noun
1118,Conj
1119,Noun
1120,Noun
1121,Verb
1122,Punc
1123,Noun
1124,Conj
1125,Det
1126,Noun
1127,Noun
1128,Noun
1129,Adj
1130,Punc
1131,Noun
1132,Adj
1133,Verb
1134,Noun
1135,Noun
1136,Noun
1137,Noun
1138,Verb
1139,Punc
1140,Noun
1141,Noun
1142,Noun
1143,Adv
1144,Adj
1145,Noun
1146,Verb
1147,Punc
1148,Noun
1149,Noun
1150,Noun
1151,Noun
1152,Adj
1153,Noun
1154,Punc
1155,Noun
1156,Noun
1157,Noun
1158,Postp
1159,Noun
1160,Verb
1161,Punc
1162,Noun
1163,Noun
1164,Verb
1165,Punc
1166,Noun
1167,Adv
1168,Adj
1169,Det
1170,Noun
1171,Verb
1172,Punc
1173,Det
1174,Noun
1175,Noun
1176,Adv
1177,Adj
1178,Det
1179,Noun
1180,Verb
1181,Punc
1182,Pron
1183,Verb
1184,Punc
1185,Adv
1186,Adj
1187,Noun
1188,Noun
1189,Noun
1190,Noun
1191,Verb
1192,Punc
1193,Noun
1194,Noun
1195,Adv
1196,Noun
1197,Verb
1198,Punc
1199,Noun
1200,Noun
1201,Noun
1202,Verb
1203,Punc
1204,Noun
1205,Conj
1206,Pron
1207,Verb
1208,Punc
1209,Noun
1210,Noun
1211,Noun
1212,Verb
1213,Punc
1214,Noun
1215,Noun
1216,Verb
1217,Punc
1218,Noun
1219,Conj
1220,Noun
1221,Conj
1222,Noun
1223,Noun
1224,Punc
1225,Noun
1226,Noun
1227,Postp
1228,Adv
1229,Adj
1230,Adj
1231,Noun
1232,Verb
1233,Punc
1234,Noun
1235,Noun
1236,Verb
1237,Punc
1238,Noun
1239,Conj
1240,Noun
1241,Conj
1242,Adv
1243,Noun
1244,Adv
1245,Verb
1246,Punc
1247,Pron
1248,Adj
1249,Punc
1250,Noun
1251,Verb
1252,Punc
1253,Noun
1254,Conj
1255,Noun
1256,Verb
1257,Punc
1258,Adj
1259,Noun
1260,Det
1261,Noun
1262,Verb
1263,Punc
1264,Noun
1265,Noun
1266,Adj
1267,Noun
1268,Noun
1269,Verb
1270,Pron
1271,Punc
1272,Noun
1273,Noun
1274,Pron
1275,Adv
1276,Verb
1277,Punc
1278,Noun
1279,Noun
1280,Pron
1281,Noun
1282,Verb
1283,Punc
1284,Adj
1285,Adv
1286,Adv
1287,Conj
1288,Adj
1289,Verb
1290,Postp
1291,Pron
1292,Verb
1293,Punc
1294,Noun
1295,Adj
1296,Noun
1297,Pron
1298,Verb
1299,Punc
1300,Pron
1301,Conj
1302,Noun
1303,Noun
1304,Noun
1305,Punc
1306,Adj
1307,Noun
1308,Noun
1309,Noun
1310,Noun
1311,Punc
1312,Noun
1313,Pron
1314,Noun
1315,Punc
1316,Noun
1317,Conj
1318,Verb
1319,Punc
1320,Adj
1321,Det
1322,Noun
1323,Punc
1324,Adj
1325,Noun
1326,Verb
1327,Punc
1328,Pron
1329,Conj
1330,Adv
1331,Noun
1332,Verb
1333,Punc
1334,Noun
1335,Noun
1336,Noun
1337,Noun
1338,Noun
1339,Noun
1340,Verb
1341,Punc
1342,Noun
1343,Adj
1344,Det
1345,Noun
1346,Noun
1347,Adv
1348,Verb
1349,Punc
1350,Noun
1351,Noun
1352,Noun
1353,Adv
1354,Verb
1355,Punc
1356,Noun
1357,Postp
1358,Noun
1359,Verb
1360,Punc
1361,Det
1362,Noun
1363,Noun
1364,Adj
1365,Det
1366,Noun
1367,Punc
1368,Pron
1369,Noun
1370,Postp
1371,Noun
1372,Noun
1373,Verb
1374,Punc
1375,Noun
1376,Conj
1377,Noun
1378,Adv
1379,Verb
1380,Pron
1381,Verb
1382,Punc
1383,Noun
1384,Adj
1385,Det
1386,Noun
1387,Noun
1388,Pron
1389,Pron
1390,Noun
1391,Verb
1392,Punc
1393,Pron
1394,Noun
1395,Punc
1396,Pron
1397,Noun
1398,Verb
1399,Punc
1400,Noun
1401,Punc
1402,Pron
1403,Adj
1404,Det
1405,Noun
1406,Adv
1407,Noun
1408,Verb
1409,Punc
1410,Noun
1411,Pron
1412,Noun
1413,Pron
1414,Verb
1415,Punc
1416,Noun
1417,Noun
1418,Adj
1419,Noun
1420,Punc
1421,Noun
1422,Noun
1423,Adj
1424,Adj
1425,Noun
1426,Adv
1427,Punc
1428,Pron
1429,Noun
1430,Noun
1431,Conj
1432,Pron
1433,Noun
1434,Noun
1435,Noun
1436,Postp
1437,Verb
1438,Punc
1439,Noun
1440,Pron
1441,Verb
1442,Punc
1443,Pron
1444,Noun
1445,Noun
1446,Noun
1447,Postp
1448,Verb
1449,Noun
1450,Punc
1451,Pron
1452,Adj
1453,Noun
1454,Conj
1455,Adj
1456,Verb
1457,Noun
1458,Punc
1459,Pron
1460,Noun
1461,Det
1462,Noun
1463,Pron
1464,Verb
1465,Punc
1466,Noun
1467,Noun
1468,Verb
1469,Punc
1470,Noun
1471,Noun
1472,Noun
1473,Pron
1474,Verb
1475,Punc
1476,Verb
1477,Punc
1478,Noun
1479,Pron
1480,Verb
1481,Punc
1482,Pron
1483,Adv
1484,Det
1485,Noun
1486,Adj
1487,Det
1488,Noun
1489,Verb
1490,Verb
1491,Punc
1492,Adv
1493,Conj
1494,Conj
1495,Noun
1496,Noun
1497,Conj
1498,Conj
1499,Pron
1500,Verb
1501,Punc
1502,Noun
1503,Verb
1504,Punc
1505,Noun
1506,Det
1507,Noun
1508,Punc
1509,Pron
1510,Pron
1511,Noun
1512,Noun
1513,Punc
1514,Noun
1515,Adj
1516,Noun
1517,Conj
1518,Pron
1519,Punc
1520,Pron
1521,Adj
1522,Noun
1523,Verb
1524,Verb
1525,Noun
1526,Punc
1527,Noun
1528,Pron
1529,Noun
1530,Verb
1531,Punc
1532,Adj
1533,Noun
1534,Noun
1535,Adv
1536,Adj
1537,Noun
1538,Conj
1539,Noun
1540,Noun
1541,Verb
1542,Punc
1543,Verb
1544,Noun
1545,Pron
1546,Postp
1547,Noun
1548,Punc
1549,Pron
1550,Conj
1551,Det
1552,Noun
1553,Noun
1554,Verb
1555,Punc
1556,Noun
1557,Det
1558,Noun
1559,Noun
1560,Postp
1561,Verb
1562,Punc
1563,Noun
1564,Noun
1565,Conj
1566,Noun
1567,Verb
1568,Punc
1569,Noun
1570,Num
1571,Noun
1572,Adj
1573,Postp
1574,Pron
1575,Noun
1576,Verb
1577,Punc
1578,Noun
1579,Verb
1580,Punc
1581,Pron
1582,Noun
1583,Pron
1584,Adv
1585,Verb
1586,Punc
1587,Verb
1588,Punc
1589,Pron
1590,Noun
1591,Punc
1592,Noun
1593,Adv
1594,Adj
1595,Noun
1596,Noun
1597,Verb
1598,Punc
1599,Noun
1600,Conj
1601,Pron
1602,Adj
1603,Adj
1604,Noun
1605,Verb
1606,Punc
1607,Adj
1608,Noun
1609,Punc
1610,Adv
1611,Pron
1612,Det
1613,Adj
1614,Noun
1615,Punc
1616,Conj
1617,Adj
1618,Noun
1619,Adv
1620,Verb
1621,Punc
1622,Pron
1623,Conj
1624,Pron
1625,Verb
1626,Punc
1627,Pron
1628,Conj
1629,Noun
1630,Verb
1631,Punc
1632,Adj
1633,Adj
1634,Noun
1635,Conj
1636,Noun
1637,Noun
1638,Adv
1639,Verb
1640,Punc
1641,Noun
1642,Pron
1643,Adv
1644,Verb
1645,Punc
1646,Noun
1647,Adv
1648,Noun
1649,Adv
1650,Adj
1651,Noun
1652,Verb
1653,Pron
1654,Punc
1655,Adv
1656,Noun
1657,Noun
1658,Adj
1659,Noun
1660,Verb
1661,Punc
1662,Noun
1663,Adj
1664,Noun
1665,Noun
1666,Verb
1667,Punc
1668,Noun
1669,Noun
1670,Det
1671,Adj
1672,Verb
1673,Punc
1674,Pron
1675,Noun
1676,Noun
1677,Conj
1678,Adv
1679,Verb
1680,Punc
1681,Noun
1682,Noun
1683,Adj
1684,Noun
1685,Verb
1686,Punc
1687,Adj
1688,Noun
1689,Pron
1690,Postp
1691,Noun
1692,Verb
1693,Punc
1694,Noun
1695,Noun
1696,Adj
1697,Det
1698,Noun
1699,Verb
1700,Punc
1701,Noun
1702,Noun
1703,Noun
1704,Noun
1705,Noun
1706,Conj
1707,Noun
1708,Verb
1709,Punc
1710,Adv
1711,Adj
1712,Det
1713,Adj
1714,Noun
1715,Pron
1716,Noun
1717,Postp
1718,Verb
1719,Punc
1720,Noun
1721,Det
1722,Noun
1723,Verb
1724,Punc
1725,Noun
1726,Adj
1727,Adj
1728,Noun
1729,Noun
1730,Postp
1731,Noun
1732,Verb
1733,Punc
1734,Adv
1735,Conj
1736,Noun
1737,Adj
1738,Adj
1739,Noun
1740,Verb
1741,Punc
1742,Adj
1743,Noun
1744,Adv
1745,Verb
1746,Punc
1747,Num
1748,Noun
1749,Noun
1750,Postp
1751,Noun
1752,Verb
1753,Conj
1754,Noun
1755,Verb
1756,Punc
1757,Pron
1758,Adj
1759,Noun
1760,Noun
1761,Noun
1762,Noun
1763,Verb
1764,Punc
1765,Noun
1766,Adv
1767,Adv
1768,Noun
1769,Adv
1770,Noun
1771,Noun
1772,Verb
1773,Punc
1774,Noun
1775,Adv
1776,Det
1777,Noun
1778,Adj
1779,Noun
1780,Punc
1781,Noun
1782,Noun
1783,Adv
1784,Noun
1785,Verb
1786,Conj
1787,Noun
1788,Postp
1789,Verb
1790,Pron
1791,Punc
1792,Det
1793,Adj
1794,Noun
1795,Noun
1796,Adj
1797,Postp
1798,Verb
1799,Conj
1800,Verb
1801,Punc
1802,Noun
1803,Adv
1804,Noun
1805,Noun
1806,Noun
1807,Verb
1808,Punc
1809,Noun
1810,Verb
1811,Punc
1812,Det
1813,Noun
1814,Noun
1815,Pron
1816,Noun
1817,Verb
1818,Punc
1819,Noun
1820,Punc
1821,Noun
1822,Verb
1823,Punc
1824,Pron
1825,Det
1826,Noun
1827,Verb
1828,Punc
1829,Pron
1830,Noun
1831,Adj
1832,Noun
1833,Noun
1834,Noun
1835,Noun
1836,Verb
1837,Punc
1838,Noun
1839,Adv
1840,Conj
1841,Noun
1842,Noun
1843,Noun
1844,Noun
1845,Noun
1846,Noun
1847,Adv
1848,Verb
1849,Punc
1850,Pron
1851,Noun
1852,Noun
1853,Adv
1854,Noun
1855,Verb
1856,Punc
1857,Det
1858,Noun
1859,Verb
1860,Punc
1861,Noun
1862,Noun
1863,Conj
1864,Adv
1865,Verb
1866,Conj
1867,Adj
1868,Det
1869,Noun
1870,Verb
1871,Punc
1872,Noun
1873,Noun
1874,Pron
1875,Noun
1876,Verb
1877,Punc
1878,Conj
1879,Pron
1880,Pron
1881,Adv
1882,Adv
1883,Adv
1884,Noun
1885,Verb
1886,Punc
1887,Adv
1888,Noun
1889,Noun
1890,Adv
1891,Adv
1892,Punc
1893,Adv
1894,Adj
1895,Noun
1896,Noun
1897,Noun
1898,Verb
1899,Punc
1900,Noun
1901,Noun
1902,Verb
1903,Conj
1904,Noun
1905,Pron
1906,Verb
1907,Punc
1908,Conj
1909,Adj
1910,Det
1911,Noun
1912,Verb
1913,Punc
1914,Noun
1915,Noun
1916,Conj
1917,Noun
1918,Adv
1919,Adj
1920,Punc
1921,Pron
1922,Noun
1923,Pron
1924,Verb
1925,Punc
1926,Noun
1927,Noun
1928,Pron
1929,Noun
1930,Noun
1931,Verb
1932,Punc
1933,Pron
1934,Noun
1935,Conj
1936,Noun
1937,Noun
1938,Verb
1939,Punc
1940,Pron
1941,Postp
1942,Adj
1943,Noun
1944,Noun
1945,Punc
1946,Adv
1947,Verb
1948,Conj
1949,Adj
1950,Noun
1951,Verb
1952,Punc
1953,Conj
1954,Noun
1955,Noun
1956,Verb
1957,Punc
1958,Det
1959,Noun
1960,Noun
1961,Verb
1962,Punc
1963,Adv
1964,Adv
1965,Verb
1966,Punc
1967,Pron
1968,Conj
1969,Noun
1970,Noun
1971,Noun
1972,Noun
1973,Det
1974,Noun
1975,Verb
1976,Punc
1977,Noun
1978,Noun
1979,Noun
1980,Verb
1981,Punc
1982,Verb
1983,Punc
1984,Pron
1985,Conj
1986,Noun
1987,Noun
1988,Punc
1989,Pron
1990,Noun
1991,Adv
1992,Noun
1993,Noun
1994,Pron
1995,Noun
1996,Conj
1997,Punc
1998,Adv
1999,Noun
2000,Noun
2001,Noun
2002,Pron
2003,Punc
2004,Pron
2005,Noun
2006,Adj
2007,Noun
2008,Punc
2009,Det
2010,Noun
2011,Noun
2012,Punc
2013,Noun
2014,Verb
2015,Punc
2016,Adv
2017,Conj
2018,Noun
2019,Adv
2020,Verb
2021,Punc
2022,Noun
2023,Verb
2024,Punc
2025,Noun
2026,Noun
2027,Verb
2028,Punc
2029,Det
2030,Noun
2031,Adv
2032,Noun
2033,Adj
2034,Det
2035,Noun
2036,Noun
2037,Verb
2038,Punc
2039,Noun
2040,Conj
2041,Verb
2042,Punc
2043,Verb
2044,Pron
2045,Noun
2046,Conj
2047,Adv
2048,Conj
2049,Verb
2050,Punc
2051,Pron
2052,Adv
2053,Verb
2054,Conj
2055,Adj
2056,Noun
2057,Postp
2058,Adj
2059,Det
2060,Noun
2061,Verb
2062,Punc
2063,Noun
2064,Noun
2065,Noun
2066,Adj
2067,Noun
2068,Noun
2069,Pron
2070,Verb
2071,Punc
2072,Pron
2073,Adv
2074,Adv
2075,Adv
2076,Verb
2077,Punc
2078,Noun
2079,Adj
2080,Noun
2081,Noun
2082,Noun
2083,Noun
2084,Verb
2085,Punc
2086,Noun
2087,Det
2088,Adj
2089,Noun
2090,Noun
2091,Conj
2092,Noun
2093,Verb
2094,Punc
2095,Noun
2096,Noun
2097,Conj
2098,Pron
2099,Postp
2100,Adj
2101,Conj
2102,Verb
2103,Punc
2104,Conj
2105,Noun
2106,Pron
2107,Pron
2108,Adv
2109,Adj
2110,Punc
2111,Conj
2112,Adv
2113,Noun
2114,Verb
2115,Punc
2116,Det
2117,Conj
2118,Noun
2119,Verb
2120,Punc
2121,Det
2122,Noun
2123,Pron
2124,Pron
2125,Verb
2126,Punc
2127,Adv
2128,Noun
2129,Noun
2130,Noun
2131,Verb
2132,Ques
2133,Punc
2134,Noun
2135,Noun
2136,Verb
2137,Punc
2138,Adj
2139,Noun
2140,Noun
2141,Noun
2142,Verb
2143,Punc
2144,Adj
2145,Noun
2146,Noun
2147,Conj
2148,Punc
2149,Noun
2150,Noun
2151,Noun
2152,Noun
